"prot_id" "length" "nr_p"
"5741" "ENSP00000307093" 813 128
"5742" "ENSP00000307126" 323 20
"5743" "ENSP00000307129" 294 15
"5744" "ENSP00000307130" 316 12
"5745" "ENSP00000307132" 142 7
"5746" "ENSP00000307134" 1225 98
"5747" "ENSP00000307142" 180 22
"5748" "ENSP00000307143" 566 46
"5749" "ENSP00000307159" 310 11
"5750" "ENSP00000307164" 126 4
"5751" "ENSP00000307181" 118 11
"5752" "ENSP00000307183" 280 12
"5753" "ENSP00000307188" 464 11
"5754" "ENSP00000307197" 309 10
"5755" "ENSP00000307199" 102 7
"5756" "ENSP00000307208" 2920 198
"5757" "ENSP00000307214" 686 39
"5758" "ENSP00000307234" 818 48
"5759" "ENSP00000307235" 1116 68
"5760" "ENSP00000307240" 529 12
"5761" "ENSP00000307241" 359 22
"5762" "ENSP00000307259" 342 15
"5763" "ENSP00000307260" 447 14
"5764" "ENSP00000307264" 449 48
"5765" "ENSP00000307265" 584 64
"5766" "ENSP00000307272" 1335 82
"5767" "ENSP00000307275" 347 32
"5768" "ENSP00000307280" 194 13
"5769" "ENSP00000307288" 719 31
"5770" "ENSP00000307292" 261 26
"5771" "ENSP00000307297" 376 37
"5772" "ENSP00000307298" 627 15
"5773" "ENSP00000307305" 232 18
"5774" "ENSP00000307321" 342 30
"5775" "ENSP00000307342" 890 66
"5776" "ENSP00000307369" 495 37
"5777" "ENSP00000307411" 1068 72
"5778" "ENSP00000307423" 447 26
"5779" "ENSP00000307443" 547 23
"5780" "ENSP00000307449" 386 17
"5781" "ENSP00000307461" 916 65
"5782" "ENSP00000307479" 717 51
"5783" "ENSP00000307491" 677 25
"5784" "ENSP00000307508" 271 9
"5785" "ENSP00000307513" 1479 94
"5786" "ENSP00000307515" 327 11
"5787" "ENSP00000307519" 423 20
"5788" "ENSP00000307540" 141 5
"5789" "ENSP00000307549" 432 19
"5790" "ENSP00000307552" 188 8
"5791" "ENSP00000307567" 775 43
"5792" "ENSP00000307598" 335 13
"5793" "ENSP00000307599" 1791 75
"5794" "ENSP00000307604" 677 42
"5795" "ENSP00000307607" 309 10
"5796" "ENSP00000307634" 857 41
"5797" "ENSP00000307636" 146 2
"5798" "ENSP00000307640" 189 8
"5799" "ENSP00000307666" 964 31
"5800" "ENSP00000307674" 401 23
"5801" "ENSP00000307684" 432 30
"5802" "ENSP00000307694" 526 25
"5803" "ENSP00000307697" 681 29
"5804" "ENSP00000307701" 268 6
"5805" "ENSP00000307705" 219 21
"5806" "ENSP00000307706" 61 2
"5807" "ENSP00000307722" 171 16
"5808" "ENSP00000307726" 312 12
"5809" "ENSP00000307741" 173 6
"5810" "ENSP00000307746" 1512 118
"5811" "ENSP00000307766" 365 15
"5812" "ENSP00000307774" 458 19
"5813" "ENSP00000307786" 105 4
"5814" "ENSP00000307801" 431 24
"5815" "ENSP00000307822" 522 22
"5816" "ENSP00000307831" 1079 82
"5817" "ENSP00000307833" 403 16
"5818" "ENSP00000307850" 205 21
"5819" "ENSP00000307853" 551 42
"5820" "ENSP00000307854" 361 21
"5821" "ENSP00000307858" 1013 136
"5822" "ENSP00000307860" 104 9
"5823" "ENSP00000307863" 475 33
"5824" "ENSP00000307879" 145 9
"5825" "ENSP00000307889" 211 14
"5826" "ENSP00000307900" 373 23
"5827" "ENSP00000307911" 530 48
"5828" "ENSP00000307939" 1684 18
"5829" "ENSP00000307940" 858 46
"5830" "ENSP00000307951" 106 10
"5831" "ENSP00000307954" 190 21
"5832" "ENSP00000307958" 205 9
"5833" "ENSP00000307959" 5537 143
"5834" "ENSP00000307971" 331 29
"5835" "ENSP00000307975" 372 14
"5836" "ENSP00000308000" 912 69
"5837" "ENSP00000308012" 382 16
"5838" "ENSP00000308022" 420 19
"5839" "ENSP00000308024" 753 38
"5840" "ENSP00000308032" 504 34
"5841" "ENSP00000308057" 134 8
"5842" "ENSP00000308082" 313 19
"5843" "ENSP00000308117" 757 95
"5844" "ENSP00000308122" 840 29
"5845" "ENSP00000308149" 498 38
"5846" "ENSP00000308179" 943 30
"5847" "ENSP00000308193" 164 15
"5848" "ENSP00000308208" 582 46
"5849" "ENSP00000308219" 478 36
"5850" "ENSP00000308236" 190 8
"5851" "ENSP00000308258" 487 33
"5852" "ENSP00000308270" 314 11
"5853" "ENSP00000308275" 380 35
"5854" "ENSP00000308279" 1079 136
"5855" "ENSP00000308292" 283 18
"5856" "ENSP00000308315" 661 45
"5857" "ENSP00000308318" 285 17
"5858" "ENSP00000308330" 313 16
"5859" "ENSP00000308332" 249 12
"5860" "ENSP00000308334" 215 7
"5861" "ENSP00000308339" 1060 96
"5862" "ENSP00000308351" 471 19
"5863" "ENSP00000308354" 471 35
"5864" "ENSP00000308361" 338 13
"5865" "ENSP00000308368" 135 9
"5866" "ENSP00000308369" 911 56
"5867" "ENSP00000308405" 128 3
"5868" "ENSP00000308413" 482 46
"5869" "ENSP00000308430" 150 5
"5870" "ENSP00000308452" 432 4
"5871" "ENSP00000308461" 232 14
"5872" "ENSP00000308472" 100 14
"5873" "ENSP00000308479" 319 12
"5874" "ENSP00000308496" 244 16
"5875" "ENSP00000308515" 231 8
"5876" "ENSP00000308533" 280 23
"5877" "ENSP00000308535" 132 3
"5878" "ENSP00000308541" 622 33
"5879" "ENSP00000308546" 689 74
"5880" "ENSP00000308548" 403 38
"5881" "ENSP00000308576" 210 11
"5882" "ENSP00000308578" 576 20
"5883" "ENSP00000308583" 138 1
"5884" "ENSP00000308591" 431 39
"5885" "ENSP00000308595" 324 12
"5886" "ENSP00000308597" 1755 134
"5887" "ENSP00000308606" 166 8
"5888" "ENSP00000308610" 727 29
"5889" "ENSP00000308622" 698 31
"5890" "ENSP00000308689" 317 15
"5891" "ENSP00000308695" 675 32
"5892" "ENSP00000308708" 516 33
"5893" "ENSP00000308714" 314 11
"5894" "ENSP00000308716" 352 18
"5895" "ENSP00000308717" 212 7
"5896" "ENSP00000308720" 247 12
"5897" "ENSP00000308725" 473 19
"5898" "ENSP00000308727" 629 45
"5899" "ENSP00000308733" 419 30
"5900" "ENSP00000308741" 846 46
"5901" "ENSP00000308750" 532 51
"5902" "ENSP00000308753" 352 16
"5903" "ENSP00000308759" 1066 84
"5904" "ENSP00000308764" 350 15
"5905" "ENSP00000308770" 296 17
"5906" "ENSP00000308772" 417 15
"5907" "ENSP00000308782" 620 70
"5908" "ENSP00000308815" 98 8
"5909" "ENSP00000308820" 369 25
"5910" "ENSP00000308873" 380 33
"5911" "ENSP00000308893" 1413 99
"5912" "ENSP00000308895" 591 40
"5913" "ENSP00000308897" 192 10
"5914" "ENSP00000308908" 347 17
"5915" "ENSP00000308921" 402 24
"5916" "ENSP00000308925" 811 28
"5917" "ENSP00000308926" 505 44
"5918" "ENSP00000308938" 810 69
"5919" "ENSP00000308944" 1009 51
"5920" "ENSP00000308970" 428 32
"5921" "ENSP00000308976" 222 19
"5922" "ENSP00000309007" 222 9
"5923" "ENSP00000309012" 305 9
"5924" "ENSP00000309031" 1222 81
"5925" "ENSP00000309036" 332 15
"5926" "ENSP00000309052" 780 30
"5927" "ENSP00000309087" 177 8
"5928" "ENSP00000309092" 387 24
"5929" "ENSP00000309096" 415 27
"5930" "ENSP00000309116" 465 40
"5931" "ENSP00000309117" 418 44
"5932" "ENSP00000309124" 273 10
"5933" "ENSP00000309126" 470 31
"5934" "ENSP00000309132" 327 13
"5935" "ENSP00000309141" 253 15
"5936" "ENSP00000309142" 609 38
"5937" "ENSP00000309161" 626 21
"5938" "ENSP00000309163" 329 26
"5939" "ENSP00000309175" 165 8
"5940" "ENSP00000309186" 882 81
"5941" "ENSP00000309189" 448 35
"5942" "ENSP00000309198" 1083 50
"5943" "ENSP00000309233" 187 15
"5944" "ENSP00000309262" 1035 43
"5945" "ENSP00000309270" 411 23
"5946" "ENSP00000309285" 555 24
"5947" "ENSP00000309330" 530 18
"5948" "ENSP00000309334" 204 9
"5949" "ENSP00000309336" 222 20
"5950" "ENSP00000309338" 225 20
"5951" "ENSP00000309376" 197 13
"5952" "ENSP00000309402" 369 10
"5953" "ENSP00000309415" 229 12
"5954" "ENSP00000309429" 284 20
"5955" "ENSP00000309430" 555 33
"5956" "ENSP00000309431" 444 20
"5957" "ENSP00000309432" 466 35
"5958" "ENSP00000309439" 250 24
"5959" "ENSP00000309457" 854 31
"5960" "ENSP00000309463" 231 16
"5961" "ENSP00000309474" 953 42
"5962" "ENSP00000309477" 889 56
"5963" "ENSP00000309493" 926 33
"5964" "ENSP00000309501" 1742 60
"5965" "ENSP00000309504" 663 27
"5966" "ENSP00000309515" 297 28
"5967" "ENSP00000309521" 295 32
"5968" "ENSP00000309524" 222 4
"5969" "ENSP00000309538" 107 8
"5970" "ENSP00000309539" 572 32
"5971" "ENSP00000309542" 388 21
"5972" "ENSP00000309548" 529 21
"5973" "ENSP00000309555" 2035 193
"5974" "ENSP00000309561" 118 9
"5975" "ENSP00000309565" 91 2
"5976" "ENSP00000309570" 302 14
"5977" "ENSP00000309572" 1132 87
"5978" "ENSP00000309591" 351 14
"5979" "ENSP00000309595" 684 42
"5980" "ENSP00000309597" 847 102
"5981" "ENSP00000309606" 720 78
"5982" "ENSP00000309610" 378 17
"5983" "ENSP00000309640" 393 24
"5984" "ENSP00000309644" 185 17
"5985" "ENSP00000309649" 305 20
"5986" "ENSP00000309653" 620 77
"5987" "ENSP00000309673" 320 20
"5988" "ENSP00000309689" 683 67
"5989" "ENSP00000309714" 911 107
"5990" "ENSP00000309741" 724 39
"5991" "ENSP00000309749" 373 20
"5992" "ENSP00000309751" 426 27
"5993" "ENSP00000309757" 475 20
"5994" "ENSP00000309767" 892 56
"5995" "ENSP00000309772" 1026 59
"5996" "ENSP00000309782" 343 21
"5997" "ENSP00000309790" 1132 55
"5998" "ENSP00000309792" 140 4
"5999" "ENSP00000309794" 767 50
"6000" "ENSP00000309830" 70 3
"6001" "ENSP00000309836" 715 22
"6002" "ENSP00000309899" 456 17
"6003" "ENSP00000309913" 518 51
"6004" "ENSP00000309945" 528 35
"6005" "ENSP00000309953" 443 36
"6006" "ENSP00000309968" 824 46
"6007" "ENSP00000310003" 160 5
"6008" "ENSP00000310006" 579 24
"6009" "ENSP00000310008" 229 26
"6010" "ENSP00000310015" 502 32
"6011" "ENSP00000310036" 385 19
"6012" "ENSP00000310042" 477 17
"6013" "ENSP00000310057" 398 40
"6014" "ENSP00000310094" 1235 92
"6015" "ENSP00000310110" 349 31
"6016" "ENSP00000310111" 170 11
"6017" "ENSP00000310117" 147 12
"6018" "ENSP00000310120" 473 21
"6019" "ENSP00000310129" 908 36
"6020" "ENSP00000310149" 490 43
"6021" "ENSP00000310170" 271 40
"6022" "ENSP00000310182" 132 5
"6023" "ENSP00000310205" 241 7
"6024" "ENSP00000310208" 635 33
"6025" "ENSP00000310216" 158 7
"6026" "ENSP00000310219" 643 25
"6027" "ENSP00000310226" 201 6
"6028" "ENSP00000310241" 551 33
"6029" "ENSP00000310244" 797 44
"6030" "ENSP00000310255" 470 48
"6031" "ENSP00000310260" 887 71
"6032" "ENSP00000310263" 386 23
"6033" "ENSP00000310275" 89 2
"6034" "ENSP00000310301" 781 42
"6035" "ENSP00000310303" 1692 83
"6036" "ENSP00000310305" 377 20
"6037" "ENSP00000310332" 286 12
"6038" "ENSP00000310335" 236 12
"6039" "ENSP00000310337" 311 11
"6040" "ENSP00000310338" 1747 111
"6041" "ENSP00000310356" 147 14
"6042" "ENSP00000310375" 377 22
"6043" "ENSP00000310405" 333 12
"6044" "ENSP00000310406" 783 76
"6045" "ENSP00000310431" 526 48
"6046" "ENSP00000310435" 1661 174
"6047" "ENSP00000310447" 602 23
"6048" "ENSP00000310448" 800 31
"6049" "ENSP00000310459" 210 13
"6050" "ENSP00000310472" 865 36
"6051" "ENSP00000310488" 312 12
"6052" "ENSP00000310490" 471 43
"6053" "ENSP00000310491" 439 35
"6054" "ENSP00000310515" 51 2
"6055" "ENSP00000310520" 916 42
"6056" "ENSP00000310521" 307 9
"6057" "ENSP00000310547" 580 26
"6058" "ENSP00000310551" 414 19
"6059" "ENSP00000310557" 103 5
"6060" "ENSP00000310561" 2087 190
"6061" "ENSP00000310565" 1222 62
"6062" "ENSP00000310572" 406 17
"6063" "ENSP00000310573" 450 7
"6064" "ENSP00000310585" 136 15
"6065" "ENSP00000310593" 647 23
"6066" "ENSP00000310594" 224 18
"6067" "ENSP00000310596" 133 4
"6068" "ENSP00000310620" 403 11
"6069" "ENSP00000310622" 367 28
"6070" "ENSP00000310623" 167 8
"6071" "ENSP00000310631" 321 13
"6072" "ENSP00000310632" 359 18
"6073" "ENSP00000310649" 778 85
"6074" "ENSP00000310657" 883 68
"6075" "ENSP00000310661" 450 17
"6076" "ENSP00000310668" 819 30
"6077" "ENSP00000310670" 923 83
"6078" "ENSP00000310686" 598 28
"6079" "ENSP00000310688" 740 27
"6080" "ENSP00000310696" 401 38
"6081" "ENSP00000310704" 315 13
"6082" "ENSP00000310721" 506 21
"6083" "ENSP00000310722" 346 24
"6084" "ENSP00000310723" 820 37
"6085" "ENSP00000310726" 102 5
"6086" "ENSP00000310770" 233 13
"6087" "ENSP00000310773" 310 14
"6088" "ENSP00000310788" 312 6
"6089" "ENSP00000310796" 228 11
"6090" "ENSP00000310801" 240 30
"6091" "ENSP00000310803" 215 11
"6092" "ENSP00000310829" 1121 62
"6093" "ENSP00000310832" 484 27
"6094" "ENSP00000310841" 539 44
"6095" "ENSP00000310842" 1328 40
"6096" "ENSP00000310856" 301 10
"6097" "ENSP00000310861" 639 8
"6098" "ENSP00000310873" 421 25
"6099" "ENSP00000310880" 153 5
"6100" "ENSP00000310901" 193 8
"6101" "ENSP00000310928" 441 20
"6102" "ENSP00000310933" 1647 102
"6103" "ENSP00000310978" 450 24
"6104" "ENSP00000310998" 515 30
"6105" "ENSP00000311005" 816 111
"6106" "ENSP00000311010" 265 7
"6107" "ENSP00000311030" 1359 52
"6108" "ENSP00000311032" 277 7
"6109" "ENSP00000311035" 348 17
"6110" "ENSP00000311038" 313 11
"6111" "ENSP00000311083" 79 7
"6112" "ENSP00000311095" 519 32
"6113" "ENSP00000311121" 256 5
"6114" "ENSP00000311122" 209 35
"6115" "ENSP00000311127" 207 27
"6116" "ENSP00000311135" 1157 98
"6117" "ENSP00000311165" 269 7
"6118" "ENSP00000311183" 498 31
"6119" "ENSP00000311184" 576 43
"6120" "ENSP00000311196" 802 83
"6121" "ENSP00000311218" 147 15
"6122" "ENSP00000311219" 403 22
"6123" "ENSP00000311221" 289 27
"6124" "ENSP00000311224" 421 35
"6125" "ENSP00000311257" 926 75
"6126" "ENSP00000311273" 4024 196
"6127" "ENSP00000311280" 663 63
"6128" "ENSP00000311290" 226 34
"6129" "ENSP00000311291" 643 36
"6130" "ENSP00000311300" 376 26
"6131" "ENSP00000311313" 149 7
"6132" "ENSP00000311318" 474 41
"6133" "ENSP00000311319" 575 21
"6134" "ENSP00000311336" 1300 53
"6135" "ENSP00000311343" 697 26
"6136" "ENSP00000311344" 667 32
"6137" "ENSP00000311360" 391 31
"6138" "ENSP00000311364" 90 10
"6139" "ENSP00000311368" 107 12
"6140" "ENSP00000311398" 154 15
"6141" "ENSP00000311399" 297 16
"6142" "ENSP00000311401" 608 45
"6143" "ENSP00000311405" 1168 43
"6144" "ENSP00000311427" 574 29
"6145" "ENSP00000311429" 591 27
"6146" "ENSP00000311430" 427 25
"6147" "ENSP00000311436" 381 24
"6148" "ENSP00000311447" 390 40
"6149" "ENSP00000311449" 208 5
"6150" "ENSP00000311453" 829 38
"6151" "ENSP00000311469" 218 12
"6152" "ENSP00000311477" 301 15
"6153" "ENSP00000311479" 115 9
"6154" "ENSP00000311486" 468 20
"6155" "ENSP00000311492" 245 28
"6156" "ENSP00000311500" 158 15
"6157" "ENSP00000311502" 1381 104
"6158" "ENSP00000311505" 598 21
"6159" "ENSP00000311513" 1441 83
"6160" "ENSP00000311521" 529 22
"6161" "ENSP00000311528" 588 39
"6162" "ENSP00000311538" 388 22
"6163" "ENSP00000311545" 886 37
"6164" "ENSP00000311579" 1327 81
"6165" "ENSP00000311605" 309 13
"6166" "ENSP00000311609" 273 19
"6167" "ENSP00000311648" 541 27
"6168" "ENSP00000311657" 354 29
"6169" "ENSP00000311665" 392 14
"6170" "ENSP00000311677" 351 34
"6171" "ENSP00000311679" 744 29
"6172" "ENSP00000311684" 3267 352
"6173" "ENSP00000311687" 466 33
"6174" "ENSP00000311688" 325 11
"6175" "ENSP00000311695" 202 10
"6176" "ENSP00000311697" 268 18
"6177" "ENSP00000311712" 263 12
"6178" "ENSP00000311713" 527 28
"6179" "ENSP00000311733" 373 15
"6180" "ENSP00000311746" 276 20
"6181" "ENSP00000311747" 669 45
"6182" "ENSP00000311760" 239 23
"6183" "ENSP00000311766" 648 33
"6184" "ENSP00000311778" 920 125
"6185" "ENSP00000311816" 1097 93
"6186" "ENSP00000311825" 985 99
"6187" "ENSP00000311827" 577 40
"6188" "ENSP00000311833" 505 22
"6189" "ENSP00000311837" 539 24
"6190" "ENSP00000311857" 415 17
"6191" "ENSP00000311862" 267 21
"6192" "ENSP00000311899" 415 8
"6193" "ENSP00000311905" 1624 201
"6194" "ENSP00000311957" 137 9
"6195" "ENSP00000311962" 613 60
"6196" "ENSP00000311977" 650 42
"6197" "ENSP00000311984" 390 27
"6198" "ENSP00000311997" 1020 82
"6199" "ENSP00000312002" 301 19
"6200" "ENSP00000312017" 257 11
"6201" "ENSP00000312021" 365 25
"6202" "ENSP00000312027" 240 21
"6203" "ENSP00000312029" 309 12
"6204" "ENSP00000312066" 627 21
"6205" "ENSP00000312070" 934 62
"6206" "ENSP00000312081" 659 48
"6207" "ENSP00000312082" 1059 37
"6208" "ENSP00000312107" 259 11
"6209" "ENSP00000312126" 1077 51
"6210" "ENSP00000312129" 519 28
"6211" "ENSP00000312134" 222 10
"6212" "ENSP00000312141" 581 31
"6213" "ENSP00000312143" 1445 136
"6214" "ENSP00000312150" 372 33
"6215" "ENSP00000312158" 527 31
"6216" "ENSP00000312185" 727 33
"6217" "ENSP00000312208" 307 10
"6218" "ENSP00000312222" 956 74
"6219" "ENSP00000312224" 168 6
"6220" "ENSP00000312244" 521 40
"6221" "ENSP00000312250" 496 28
"6222" "ENSP00000312262" 689 31
"6223" "ENSP00000312272" 119 2
"6224" "ENSP00000312273" 537 38
"6225" "ENSP00000312277" 953 42
"6226" "ENSP00000312284" 350 29
"6227" "ENSP00000312286" 148 6
"6228" "ENSP00000312293" 206 39
"6229" "ENSP00000312299" 282 19
"6230" "ENSP00000312304" 245 10
"6231" "ENSP00000312311" 279 12
"6232" "ENSP00000312318" 199 15
"6233" "ENSP00000312326" 763 58
"6234" "ENSP00000312356" 403 15
"6235" "ENSP00000312367" 345 18
"6236" "ENSP00000312368" 440 15
"6237" "ENSP00000312379" 1858 210
"6238" "ENSP00000312385" 476 31
"6239" "ENSP00000312397" 587 20
"6240" "ENSP00000312399" 563 16
"6241" "ENSP00000312403" 311 11
"6242" "ENSP00000312411" 755 57
"6243" "ENSP00000312415" 229 17
"6244" "ENSP00000312439" 433 17
"6245" "ENSP00000312442" 785 46
"6246" "ENSP00000312455" 480 16
"6247" "ENSP00000312457" 145 14
"6248" "ENSP00000312458" 271 7
"6249" "ENSP00000312470" 314 11
"6250" "ENSP00000312506" 2322 182
"6251" "ENSP00000312535" 635 53
"6252" "ENSP00000312554" 457 28
"6253" "ENSP00000312587" 247 23
"6254" "ENSP00000312599" 260 16
"6255" "ENSP00000312615" 195 12
"6256" "ENSP00000312618" 621 17
"6257" "ENSP00000312624" 167 11
"6258" "ENSP00000312625" 553 47
"6259" "ENSP00000312631" 510 74
"6260" "ENSP00000312634" 602 67
"6261" "ENSP00000312649" 1023 105
"6262" "ENSP00000312652" 167 7
"6263" "ENSP00000312663" 479 19
"6264" "ENSP00000312664" 452 23
"6265" "ENSP00000312671" 1523 105
"6266" "ENSP00000312672" 267 9
"6267" "ENSP00000312673" 217 9
"6268" "ENSP00000312675" 477 34
"6269" "ENSP00000312678" 667 29
"6270" "ENSP00000312700" 397 42
"6271" "ENSP00000312702" 69 2
"6272" "ENSP00000312706" 484 8
"6273" "ENSP00000312709" 349 13
"6274" "ENSP00000312734" 207 1
"6275" "ENSP00000312741" 588 53
"6276" "ENSP00000312753" 259 18
"6277" "ENSP00000312767" 621 34
"6278" "ENSP00000312770" 385 23
"6279" "ENSP00000312774" 124 9
"6280" "ENSP00000312778" 777 24
"6281" "ENSP00000312811" 543 25
"6282" "ENSP00000312814" 263 20
"6283" "ENSP00000312834" 919 112
"6284" "ENSP00000312942" 994 105
"6285" "ENSP00000312946" 2570 170
"6286" "ENSP00000312981" 565 29
"6287" "ENSP00000312987" 474 30
"6288" "ENSP00000312988" 356 32
"6289" "ENSP00000312995" 1339 58
"6290" "ENSP00000312999" 355 5
"6291" "ENSP00000313007" 636 47
"6292" "ENSP00000313034" 566 32
"6293" "ENSP00000313050" 286 14
"6294" "ENSP00000313079" 295 24
"6295" "ENSP00000313088" 533 28
"6296" "ENSP00000313110" 331 15
"6297" "ENSP00000313121" 946 54
"6298" "ENSP00000313140" 621 36
"6299" "ENSP00000313158" 744 63
"6300" "ENSP00000313159" 711 52
"6301" "ENSP00000313169" 733 35
"6302" "ENSP00000313171" 1844 84
"6303" "ENSP00000313172" 360 18
"6304" "ENSP00000313199" 355 10
"6305" "ENSP00000313226" 82 8
"6306" "ENSP00000313243" 596 66
"6307" "ENSP00000313309" 418 37
"6308" "ENSP00000313318" 364 14
"6309" "ENSP00000313324" 247 28
"6310" "ENSP00000313350" 286 14
"6311" "ENSP00000313377" 570 31
"6312" "ENSP00000313384" 314 13
"6313" "ENSP00000313391" 770 89
"6314" "ENSP00000313398" 359 32
"6315" "ENSP00000313420" 4128 187
"6316" "ENSP00000313422" 421 28
"6317" "ENSP00000313423" 299 34
"6318" "ENSP00000313432" 328 19
"6319" "ENSP00000313437" 508 42
"6320" "ENSP00000313443" 437 19
"6321" "ENSP00000313454" 1052 56
"6322" "ENSP00000313490" 1338 106
"6323" "ENSP00000313500" 647 70
"6324" "ENSP00000313504" 1093 58
"6325" "ENSP00000313571" 136 10
"6326" "ENSP00000313581" 261 19
"6327" "ENSP00000313582" 470 18
"6328" "ENSP00000313600" 1461 66
"6329" "ENSP00000313601" 951 105
"6330" "ENSP00000313603" 845 43
"6331" "ENSP00000313670" 953 45
"6332" "ENSP00000313681" 470 43
"6333" "ENSP00000313691" 242 15
"6334" "ENSP00000313699" 1159 66
"6335" "ENSP00000313752" 119 1
"6336" "ENSP00000313756" 556 23
"6337" "ENSP00000313759" 1217 104
"6338" "ENSP00000313803" 315 14
"6339" "ENSP00000313809" 447 65
"6340" "ENSP00000313811" 914 55
"6341" "ENSP00000313816" 560 25
"6342" "ENSP00000313829" 443 58
"6343" "ENSP00000313833" 184 11
"6344" "ENSP00000313851" 1447 80
"6345" "ENSP00000313854" 538 22
"6346" "ENSP00000313869" 440 49
"6347" "ENSP00000313875" 399 43
"6348" "ENSP00000313877" 346 15
"6349" "ENSP00000313881" 507 39
"6350" "ENSP00000313885" 1356 86
"6351" "ENSP00000313921" 235 14
"6352" "ENSP00000313922" 190 14
"6353" "ENSP00000313933" 1079 75
"6354" "ENSP00000313936" 323 10
"6355" "ENSP00000313950" 345 25
"6356" "ENSP00000313953" 843 20
"6357" "ENSP00000313967" 253 26
"6358" "ENSP00000313983" 1437 91
"6359" "ENSP00000313995" 382 22
"6360" "ENSP00000314004" 822 39
"6361" "ENSP00000314023" 832 30
"6362" "ENSP00000314029" 574 55
"6363" "ENSP00000314030" 412 20
"6364" "ENSP00000314036" 378 15
"6365" "ENSP00000314042" 322 15
"6366" "ENSP00000314067" 524 42
"6367" "ENSP00000314080" 733 83
"6368" "ENSP00000314099" 317 24
"6369" "ENSP00000314116" 146 7
"6370" "ENSP00000314129" 575 57
"6371" "ENSP00000314132" 212 9
"6372" "ENSP00000314151" 261 19
"6373" "ENSP00000314153" 672 40
"6374" "ENSP00000314157" 464 26
"6375" "ENSP00000314173" 201 7
"6376" "ENSP00000314193" 830 27
"6377" "ENSP00000314196" 435 16
"6378" "ENSP00000314214" 116 8
"6379" "ENSP00000314223" 384 28
"6380" "ENSP00000314299" 330 25
"6381" "ENSP00000314324" 319 14
"6382" "ENSP00000314343" 221 21
"6383" "ENSP00000314348" 875 33
"6384" "ENSP00000314380" 371 49
"6385" "ENSP00000314396" 845 35
"6386" "ENSP00000314407" 290 18
"6387" "ENSP00000314420" 1290 150
"6388" "ENSP00000314441" 276 22
"6389" "ENSP00000314444" 1181 35
"6390" "ENSP00000314480" 531 84
"6391" "ENSP00000314499" 1311 119
"6392" "ENSP00000314500" 557 35
"6393" "ENSP00000314505" 1143 73
"6394" "ENSP00000314508" 536 37
"6395" "ENSP00000314518" 306 13
"6396" "ENSP00000314543" 343 21
"6397" "ENSP00000314544" 482 24
"6398" "ENSP00000314556" 1416 22
"6399" "ENSP00000314560" 199 23
"6400" "ENSP00000314606" 502 40
"6401" "ENSP00000314608" 708 32
"6402" "ENSP00000314615" 414 22
"6403" "ENSP00000314619" 145 12
"6404" "ENSP00000314649" 548 27
"6405" "ENSP00000314709" 837 63
"6406" "ENSP00000314724" 1011 45
"6407" "ENSP00000314733" 274 23
"6408" "ENSP00000314776" 279 9
"6409" "ENSP00000314792" 295 37
"6410" "ENSP00000314806" 292 29
"6411" "ENSP00000314807" 687 39
"6412" "ENSP00000314810" 147 3
"6413" "ENSP00000314879" 843 70
"6414" "ENSP00000314897" 496 10
"6415" "ENSP00000314901" 716 31
